id;decade;gender;name;quote;description;img_path;wiki;info;source
99;1950;male;Van Johnson;The embodiment of the boy-next-door wholesomeness that made him a popular Hollywood star in the '40s and '50s,  playing the red-haired, freckle-faced soldier, sailor or bomber pilot who used to live down the street.;an American film and television actor and dancer who was a major star at Metro-Goldwyn-Mayer during and after World War II. Johnson starred in such films as Thirty Seconds Over Tokyo, A Guy Named Joe, and The Human Comedy. ;app/static/db/men/1950s/19_Johson.jpg;https://en.wikipedia.org/wiki/Van_Johnson;http://www.imdb.com/name/nm0004496/;imdb
100;1960;male;Clint Eastwood;The roles that Eastwood has played, and the films that he has directed, cannot be disentangled from the nature of the American culture of the last quarter century, its fantasies and its realities.;an American actor, filmmaker, musician, and political figure. He rose to international fame with his role as the Man with No Name in Sergio Leone's Dollars Trilogy of Spaghetti Westerns during the 1960s, and as antihero cop Harry Callahan throughout the 1970s and 1980s.;app/static/db/men/1960s/00_Eastwood.jpg;https://en.wikipedia.org/wiki/Clint_Eastwood;http://www.imdb.com/name/nm0000142/;imdb
101;1960;male;John Wayne;The solid icon of rugged masculinity, individuality, and inner strength.;an American actor and filmmaker. An Oscar-winner for True Grit (1969), Wayne personified for millions the nation's frontier heritage. 83 of his movies were Westerns, and in them he played cowboys, cavalrymen, and unconquerable loners extracted from the Republic's creation myth.;app/static/db/men/1960s/01_Wayne.jpg;https://en.wikipedia.org/wiki/John_Wayne;http://www.imdb.com/name/nm0000078/;imdb
102;1960;male;Marcello Mastroianni;An attractive man whose acting style projected a mood of casual affability, he achieved international fame as the screen symbol of the modern European.;an Italian film actor. His prominent films include: La Dolce Vita, 8½, La Notte, Divorce Italian Style, Marriage Italian Style, The 10th Victim, A Special Day, City of Women, Henry IV, Dark Eyes and Stanno tutti bene.;app/static/db/men/1960s/02_Mastroianni.jpg;https://en.wikipedia.org/wiki/Marcello_Mastroianni;http://www.imdb.com/name/nm0000052/;imdb
103;1960;male;Alain Delon;The magnetic Alain Delon was among the most prominent French actors of the postwar era: an exotically handsome performer, he sprung from offscreen rumor and scandal to emerge as a uniquely enigmatic and sinister talent.;a French actor and businessman. Delon became one of Europe's most prominent actors and screen sex symbols in the 1960s. He achieved critical acclaim for roles in films such as Rocco and His Brothers, Purple Noon, L'Eclisse, Lost Command and Le Samourai. ;app/static/db/men/1960s/03_Delon.jpg;https://en.wikipedia.org/wiki/Alain_Delon;http://www.imdb.com/name/nm0001128/;imdb
104;1960;male;Jean-Paul Belmondo;His laconic, tough guy persona, expressive, unconventional looks, and considerable onscreen charm have made him an icon of French cinema.;a French actor initially associated with the New Wave of the 1960s and one of the biggest French film stars of the 1960s, 1970s and 1980s. His best known credits include Breathless (1960) and That Man from Rio (1964).;app/static/db/men/1960s/04_Belmondo.jpg;https://en.wikipedia.org/wiki/Jean-Paul_Belmondo;http://www.imdb.com/name/nm0000901/;imdb
105;1960;male;Paul Newman;He makes it look so easy, and he looks so wonderful, that everybody assumes he isn't acting.;an American actor, voice actor, film director, producer, race car driver, entrepreneur, philanthropist, and activist. Newman's roles include the title characters in The Hustler, Hud, Harper and Cool Hand Luke, Butch Cassidy and the Sundance Kid, The Sting, and The Color of Money.;app/static/db/men/1960s/05_Newman.jpg;https://en.wikipedia.org/wiki/Paul_Newman;http://www.imdb.com/name/nm0000056/;imdb
106;1960;male;Sidney Poitier;Sidney Poitier changed the face of cinema by portraying characters who were complex, dignified, self-assured, and African American.;a Bahamian American actor, film director, author and diplomat. In 1964, Poitier became the first Bahamian and first black actor to win an Academy Award for Best Actor, for his role in Lilies of the Field.;app/static/db/men/1960s/06_Poitier.jpg;https://en.wikipedia.org/wiki/Sidney_Poitier;http://www.imdb.com/name/nm0001627/;imdb
107;1960;male;Peter O'Toole;Peter O'Toole was known as an actor with baby blue eyes, striking good looks and velvety, deep voice,whose performance in the 1962 epic film ‘Lawrence of Arabia’ established him as one of his generation's most charismatic actor.;an Anglo-Irish stage and film actor. He achieved international recognition playing in Lawrence of Arabia and received his first nomination for the Oscar. He was nominated for this award another 7 times and holds the record for the most Oscar nominations for acting without a win.;app/static/db/men/1960s/07_Otoole.jpg;https://en.wikipedia.org/wiki/Peter_O%27Toole;http://www.imdb.com/name/nm0000564/;imdb
108;1960;male;Sean Connery;Sly, sexy and confident with questionable scruples, Connery as Bond was the embodiment of the British secret agent to many.;a Scottish actor and producer who has won an Academy Award, two BAFTA Awards and three Golden Globes. Connery was the first actor to portray the character James Bond in film, starring in seven Bond films between 1962 and 1983. ;app/static/db/men/1960s/08_Connery.jpg;https://en.wikipedia.org/wiki/Sean_Connery;http://www.imdb.com/name/nm0000125/;imdb
109;1960;male;Peter Sellers;The master of playing men who have no idea how ridiculous they are.;an English film actor, comedian and singer. He performed in the BBC Radio comedy series The Goon Show, and became known to a worldwide audience through his film characterizations, among them Chief Inspector Clouseau in The Pink Panther series of films.;app/static/db/men/1960s/09_Sellers.jpg;https://en.wikipedia.org/wiki/Peter_Sellers;http://www.imdb.com/name/nm0000634/;imdb
110;1960;male;Michael Caine;Michael Caine has been personifying British cool since the swinging sixties. He has brought some of British cinema's most iconic characters to life and introduced his very own laid-back cockney gangster into pop culture. ;an English actor, producer, and author. Renowned for his distinctive working class cockney accent, he is regarded as a British film icon. He has brought some of British cinema's most iconic characters to life and introduced his very own laid-back cockney gangster into pop culture.;app/static/db/men/1960s/10_Caine.jpg;https://en.wikipedia.org/wiki/Michael_Caine;http://www.imdb.com/name/nm0000323/;imdb
111;1960;male;Paul Mccartney;I'm in awe of McCartney. He's about the only one that I am in awe of. He can do it all. And he's never let up ... He's just so damn effortless!;an English singer-songwriter, multi-instrumentalist, and composer. He gained worldwide fame as the bass guitarist and singer for the rock band the Beatles. His songwriting partnership with John Lennon was the most successful of the post-war era. ;app/static/db/men/1960s/11_Mccartney.jpg;https://en.wikipedia.org/wiki/Paul_McCartney;https://www.paulmccartney.com/;official site
112;1960;male;John Lennon;The work of John Lennon was marked by its exquisite beauty and by its brutal honesty.;an English singer, songwriter, musician, and peace activist who co-founded the Beatles, one of the most influential band in the history of popular music. He and Paul McCartney formed a much-celebrated songwriting partnership.;app/static/db/men/1960s/12_Lennon.jpg;https://en.wikipedia.org/wiki/John_Lennon;https://www.biography.com/people/john-lennon-9379045;biography.com
113;1960;male;Bob Dylan;Dylan was a revolutionary. Bob freed your mind the way Elvis freed your body. ... To this day, wherever great rock music is being made, there is the shadow of Bob Dylan.;an American singer-songwriter, musician, author and painter, who has been an influential figure in popular music and culture for more than 5 decades. In 1960s, he became a ‘voice of a generation’ with songs such as ‘Blowin' in the Wind’ and ‘The Times They Are a-Changin’‘.;app/static/db/men/1960s/13_Dylan.jpg;https://en.wikipedia.org/wiki/Bob_Dylan;http://bobdylan.com/;official site
114;1960;male;Jimi Hendrix;Hendrix had conjured with his vision and sense of sound, his personality and genius the most extraordinary guitar music ever played, the most remarkable sound-scape ever created. Of that there is little argument.;an American rock guitarist, singer, and songwriter. Although his mainstream career spanned only four years, he is widely regarded as one of the most influential electric guitarists in the history of popular music, and one of the most celebrated musicians of the 20th century.;app/static/db/men/1960s/14_Hendrix.jpg;https://en.wikipedia.org/wiki/Jimi_Hendrix;http://jimihendrix.com;official site
115;1960;male;Mick Jagger;Jagger's performance style opened up definitions of gendered masculinity and so laid the foundations for self-invention and sexual plasticity which are now an integral part of contemporary youth culture.;an English singer-songwriter, multi-instrumentalist, composer and actor who gained fame as the lead singer and one of the founder members of the Rolling Stones. Jagger has been described as ‘one of the most popular and influential frontmen in the history of rock & roll’.;app/static/db/men/1960s/15_Jagger.jpg;https://en.wikipedia.org/wiki/Mick_Jagger;http://www.rollingstones.com/artist/mick-jagger/;rolling stones site
116;1960;male;George Harrison;He was a giant, a great, great soul, with all of the humanity, all of the wit and humor, all the wisdom, the spirituality, the common sense of a man and compassion for people.;an English guitarist, singer-songwriter, and producer who achieved international fame as the lead guitarist of the Beatles. Harrison embraced Indian culture and helped broaden the scope of popular music through incorporation of its instrumentation and Hindu spirituality.;app/static/db/men/1960s/16_Harrison.jpg;https://en.wikipedia.org/wiki/George_Harrison;http://www.georgeharrison.com/;official site
117;1960;male;Ringo Starr;Whatever that spark is in Ringo, we all know it but can't put our finger on it. There's something in him that is projectable and he would have surfaced as an individual ... Ringo is a damn good drummer.;an English drummer, singer, songwriter and actor who gained worldwide fame as the drummer for the Beatles. Starr's creative contribution to music has received praise from other drummers such as Phil Collins, who described him as ‘a great musician’.;app/static/db/men/1960s/17_Starr.jpg;https://en.wikipedia.org/wiki/Ringo_Starr;http://www.ringostarr.com/;official site
118;1960;male;Neil Armstrong;As long as there are history books, Neil Armstrong will be included in them, remembered for taking humankind's first small step on a world beyond our own. ;an American astronaut, engineer, and the first person to walk on the Moon. He was also an aerospace engineer, naval aviator, test pilot, and university professor. Armstrong's second and last spaceflight was as commander of Apollo 11, the first manned Moon landing mission.;app/static/db/men/1960s/18_Armstrong.jpg;https://en.wikipedia.org/wiki/Neil_Armstrong;https://www.nasa.gov/audience/forstudents/k-4/stories/nasa-knows/who-was-neil-armstrong-k4.html;nasa site
119;1960;male;Kirk Douglas;Cleft-chinned, steely-eyed and virile star of international cinema who rose from being 'the ragman's son' to become a bona fide superstar.;an American actor, producer, director, and author. Douglas developed into a leading box-office star throughout the 1950s and 1960s, known for serious dramas, including westerns and war movies. Douglas is well known for his explosive acting style. ;app/static/db/men/1960s/19_Douglas.jpg;https://en.wikipedia.org/wiki/Kirk_Douglas;http://www.imdb.com/name/nm0000018/;imdb
120;1970;male;Burt Reynolds;Enduring, strong-featured, and genial star of US cinema, Burt Reynolds carved his name into 1970s/1980s popular culture as a sex symbol and on-screen as both a rugged action figure and then as a wisecracking, Southern-type 'good ol' boy.';an American actor, director, producer and former college football player. Reynolds went on to star in a number of films, including The Longest Yard (1974), Smokey and the Bandit (1977), Without A Paddle and Boogie Nights. ;app/static/db/men/1970s/00_Reynolds.jpg;https://en.wikipedia.org/wiki/Burt_Reynolds;http://www.imdb.com/name/nm0000608/;imdb
121;1970;male;John Travolta;Saturday Night Fever' and 'Grease' made him a '70s icon, but suddenly his career stopped dead - until a decade later when Tarantino cast him in 'Pulp Fiction'.;an American actor, film producer, dancer, and singer. Travolta first became known in the 1970s, starring in the box office successes Saturday Night Fever and Grease. His acting career declined through the 1980s, but enjoyed a resurgence in the 1990s with his role in Pulp Fiction.;app/static/db/men/1970s/01_Travolta.jpg;https://en.wikipedia.org/wiki/John_Travolta;http://www.imdb.com/name/nm0000237/;imdb
122;1970;male;Jack Nicholson;One of Hollywood's still-standing greats from the bygone Hollywood era of machismo leading men who bolstered their silver screen personas with raucous off-screen antics. He's a one of the greatest actors of his generation.;an American actor and filmmaker, who has performed for over 60 years. Nicholson is known for playing a wide range of starring or supporting roles, including satirical comedy, romance and dark portrayals of antiheroes and psychopathic characters.;app/static/db/men/1970s/02_Nicholson.jpg;https://en.wikipedia.org/wiki/Jack_Nicholson;http://www.imdb.com/name/nm0000197/;imdb
123;1970;male;Al Pacino;One of the greatest actors in all of film history, Al Pacino established himself during one of film's greatest decades, the 1970s, and has become an enduring and iconic figure in the world of American movies.;an American actor of stage and screen, filmmaker, and screenwriter. Pacino has had a career spanning over 5 decades. His performance as Michael Corleone is now regarded as one of the greatest screen performances in film history.;app/static/db/men/1970s/03_Pacino.jpg;https://en.wikipedia.org/wiki/Al_Pacino;http://www.imdb.com/name/nm0000199/;imdb
124;1970;male;Robert De Niro;Considered one of the best actors of his generation, Robert De Niro built a durable star career out of his formidable ability to disappear into a character.;an American actor, producer, and director who holds both American and Italian citizenship mostly known for portraying gangster characters. De Niro is also known for his longtime collaboration with director Martin Scorsese.;app/static/db/men/1970s/04_Deniro.jpg;https://en.wikipedia.org/wiki/Robert_De_Niro;http://www.imdb.com/name/nm0000134/;imdb
125;1970;male;Robert Redford;The rugged, dashingly handsome Robert Redford was among the biggest movie stars of the 1970s.;an American actor, director, producer, businessman, environmentalist, and philanthropist. He is the founder of the Sundance Film Festival. In 1973 he had the greatest hit of his career, the blockbuster crime caper The Sting, for which he was nominated for an Academy Award.;app/static/db/men/1970s/05_Redford.jpg;https://en.wikipedia.org/wiki/Robert_Redford;http://www.imdb.com/name/nm0000602/;imdb
126;1970;male;Dustin Hoffman;You can't define Dustin Hoffman, because he's unique. He's one of a kind and he's not one character. There is no Dustin Hoffman. He is many, many people. . . . He has an enormous range, and yet he's still Dustin somewhere in there. ;an American actor and a director, with a career in film, television, and theater. Hoffman has been known for his versatile portrayals of antiheroes and vulnerable characters. He won the Academy Award for Best Actor in 1980 for Kramer vs. Kramer, and in 1989 for Rain Man.;app/static/db/men/1970s/06_Hoffman.jpg;https://en.wikipedia.org/wiki/Dustin_Hoffman;http://www.imdb.com/name/nm0000163/;imdb
127;1970;male;Gene Hackman;The brilliance of Gene Hackman is that he can look at a scene and he can cut through to what is necessary, and he does it with extraordinary economy, he's the quintessential movie actor.;an American actor and novelist. In a career that spanned nearly five decades, Hackman was nominated for five Academy Awards, winning Best Actor in The French Connection and Best Supporting Actor in Unforgiven. He won three Golden Globes and two BAFTAs.;app/static/db/men/1970s/07_Hackman.jpg;https://en.wikipedia.org/wiki/Gene_Hackman;http://www.imdb.com/name/nm0000432/;imdb
128;1970;male;Richard Dreyfuss;Richard Dreyfuss is an American leading man, who has played his fair share of irritating pests and brash, ambitious hustlers.;an American actor best known for starring in popular films during the 1970s through 1990s, including American Graffiti, Jaws, Stand By Me, Close Encounters of the Third Kind, Down and Out in Beverly Hills, The Goodbye Girl, Always, and Mr. Holland's Opus.;app/static/db/men/1970s/08_Dreyfuss.jpg;https://en.wikipedia.org/wiki/Richard_Dreyfuss;http://www.imdb.com/name/nm0000377/;imdb
129;1970;male;Robert Duvall;Duvall has the ability to completely inhabit the person he's acting. He totally and utterly becomes that person to a degree which is uncanny.;an American actor and filmmaker. Robert Duvall will long be remembered as one of the great naturalistic American screen actors. His performances in To Kill a Mockingbird, Tomorrow, Godfather, Network, Apocalypse Now rank as some of the finest acting ever put on film.;app/static/db/men/1970s/09_Duvall.jpg;https://en.wikipedia.org/wiki/Robert_Duvall;http://www.imdb.com/name/nm0000380/;imdb
130;1970;male;Gene Wilder;Gene Wilder, who established himself as one of America's foremost comic actors with his delightfully neurotic performances.;an American actor, screenwriter, director, producer, singer-songwriter and author. Wilder is known for his portrayal of Willy Wonka in Willy Wonka & the Chocolate Factory (1971) and for his four films with Richard Pryor.;app/static/db/men/1970s/10_Wilder.jpg;https://en.wikipedia.org/wiki/Gene_Wilder;http://www.imdb.com/name/nm0000698/;imdb
131;1970;male;Woody Allen;He just has a mind like nobody else. He's bold. He's got a lot of strength, a lot of courage in terms of his work. And that is what it takes to do something really unique. Along with a genius imagination.;an American filmmaker, writer, actor, comedian, and musician whose career spans more than six decades.  As a comedian, he developed the persona of an insecure, intellectual, fretful nebbish, which he maintains is quite different from his real-life personality.;app/static/db/men/1970s/11_Allen.jpg;https://en.wikipedia.org/wiki/Woody_Allen;http://www.imdb.com/name/nm0000095/;imdb
132;1970;male;Donald Sutherland;Funny, intelligent and shrewd in his choices, Donald Sutherland is an actor who can steal a scene without seeming to do anything at all.;a Canadian actor whose film career spans more than five decades. He subsequently established himself as one of the most respected, prolific and versatile character actors of Canada. His films include The Dirty Dozen (1967), M*A*S*H (1970), Kelly's Heroes (1970), Klute (1971).;app/static/db/men/1970s/12_Sutherland.jpg;https://en.wikipedia.org/wiki/Donald_Sutherland;http://www.imdb.com/name/nm0000661/;imdb
133;1970;male;Harvey Keitel;With his trademark Brooklyn accent and his portrayals of no-nonsense tough guys, this Oscar-nominated actor has turned in his fair share of acting gold.;an American actor and producer. An Oscar and Golden Globe Award nominee, he has appeared in films such as Mean Streets, Taxi Driver and The Last Temptation of Christ, The Duellists and Thelma & Louise, Reservoir Dogs and Pulp Fiction, Moonrise Kingdom and Youth.;app/static/db/men/1970s/13_Keitel.jpg;https://en.wikipedia.org/wiki/Harvey_Keitel;http://www.imdb.com/name/nm0000172/;imdb
134;1970;male;John Cleese;He's a brilliant actor and writer, and the tallest member of Monty Python. He's also a founding father of modern comedy, whose multitude of fans will be hanging on his every word!;an English actor, voice actor, comedian, screenwriter, and producer. In the late 1960s, he co-founded Monty Python, the comedy troupe responsible for the sketch show Monty Python's Flying Circus and the four Monty Python films.;app/static/db/men/1970s/14_Cleese.jpg;https://en.wikipedia.org/wiki/John_Cleese;http://www.imdb.com/name/nm0000092/;imdb
135;1970;male;Laurence Olivier;His performances were electrifying...I admired their originality and courage...and their terror. There is no acting like it today. He made me want to become part of the theater.;an English actor and director who, along with his contemporaries Ralph Richardson and John Gielgud, dominated the British stage of the mid-20th century. He also worked in films throughout his career, playing more than fifty cinema roles.;app/static/db/men/1970s/15_Olivier.jpg;https://en.wikipedia.org/wiki/Laurence_Olivier;http://www.imdb.com/name/nm0000059/;imdb
136;1970;male;Martin Sheen;Martin Sheen is one of America's most celebrated, colorful, and accomplished actors. Moving flawlessly between artistic mediums, Sheen's acting range is striking. ;an American actor who first became known for his roles in the films The Subject Was Roses and Badlands, and later achieved wide recognition for his leading role in Apocalypse Now. Sheen's other films include Gandhi, Gettysburg, The Departed, and The Amazing Spider-Man.;app/static/db/men/1970s/16_Sheen.jpg;https://en.wikipedia.org/wiki/Martin_Sheen;http://www.imdb.com/name/nm0000640/;imdb
137;1970;male;Malcolm McDowell;Blue-eyed British actor Malcolm McDowell has a history of playing angry, cruel characters that still managed to be charming.;an English actor, known for his boisterous and sometimes villainous roles. His most known role is as Alex DeLarge in A Clockwork Orange. Throughout a career spanning over fifty years, McDowell has played varied film roles across different genres as a character actor.;app/static/db/men/1970s/17_McDowell.jpg;https://en.wikipedia.org/wiki/Malcolm_McDowell;http://www.imdb.com/name/nm0000532/;imdb
138;1970;male;Maximilian Schell;Despite his rugged good looks, Schell eschewed leading-man roles in favour of more-complex individuals, many of whom were drawn from the Nazi era.;an Austrian-born Swiss film and stage actor, who also wrote, directed and produced some of his own films. He won the Academy Award for Best Actor for the 1961 American film Judgment at Nuremberg, his second acting role in Hollywood.;app/static/db/men/1970s/18_Schell.jpg;https://en.wikipedia.org/wiki/Maximilian_Schell;http://www.imdb.com/name/nm0001703/;imdb
139;1970;male;Richard Roundtree;The First Black Action Hero.;"an American actor. He has been called ""the first black action hero"" for his portrayal of private detective John Shaft in the 1971 film Shaft, and its sequels, Shaft's Big Score (1972) and Shaft in Africa (1973).";app/static/db/men/1970s/19_Roundtree.jpg;https://en.wikipedia.org/wiki/Richard_Roundtree;http://www.imdb.com/name/nm0745780/;imdb
140;1980;male;Christopher Walken;Walken is fascinating because he has a complex and fearless process -- each take is wildly different and he does that until he finds the one that is true perfection.;an American stage and film lead and character actor. Nervous-looking lead and supporting actor of the American stage and films, with sandy colored hair, pale complexion and a nervous disposition. He won an Oscar as Best Supporting Actor for his performance in The Deer Hunter.;app/static/db/men/1980s/00_Walken.jpg;https://en.wikipedia.org/wiki/Christopher_Walken;http://www.imdb.com/name/nm0000686/;imdb
141;1980;male;Mickey Rourke;Mickey Rourke straddled the line between athlete and actor as a retired boxer who went on to revitalize his career as an actor in action films.;an American actor, screenwriter, and retired boxer. In 1991 Rourke left acting and became a professional boxer for a time. In 2005 Rourke made his comeback in mainstream Hollywood circles with a lead role in the neo-noir action thriller Sin City.;app/static/db/men/1980s/01_Rourke.jpg;https://en.wikipedia.org/wiki/Mickey_Rourke;http://www.imdb.com/name/nm0000620/;imdb
142;1980;male;Harrison Ford;It’s just really incredible to work with. Normally I’d say there are hundreds of ways to play any scene. Unless you work with Harrison and you realize there’s only one great way and he’s figured it out.;an American actor and film producer. He gained worldwide fame for his starring roles as Han Solo in the Star Wars film series and as the title character of the Indiana Jones film series. Ford is also known for his role as Rick Deckard in the Blade Runner.;app/static/db/men/1980s/02_Ford.jpg;https://en.wikipedia.org/wiki/Harrison_Ford;http://www.imdb.com/name/nm0000148/;imdb
143;1980;male;Kevin Costner;One of Hollywood's most prominent strong, silent types, who is best known for his outstanding portrayal of rugged individuals with complex emotions.;an American actor, director, producer, and musician. Costner has played in The Untouchables, Bull Durham, Field of Dreams, Dances with Wolves, for which he won Academy Awards for Best Director and Best Picture, JFK, Robin Hood: Prince of Thieves, The Bodyguard.;app/static/db/men/1980s/03_Costner.jpg;https://en.wikipedia.org/wiki/Kevin_Costner;http://www.imdb.com/name/nm0000126/;imdb
144;1980;male;Mel Gibson;Mel Gibson was the definition of a movie star in the '80s and '90s. He was an action hero, he was an Academy Award-winning director, and he was on top of the world. ;an American actor and filmmaker. Gibson is best known as an action hero, for roles such as Martin Riggs in the Lethal Weapon buddy cop film series, and Max Rockatansky in the first three films in the Mad Max post-apocalyptic action series.;app/static/db/men/1980s/04_Gibson.jpg;https://en.wikipedia.org/wiki/Mel_Gibson;http://www.imdb.com/name/nm0000154/;imdb
145;1980;male;Gerard Depardieu;The element of physical menace and self-regarding sensitivity - his feral power, combined with a wounded sensibility and flayed vulnerability - is the essence of his dramatic persona. ;a French actor, filmmaker, businessman and vineyard owner. He is one of the most prolific character actors in film history. He received critical acclaim for his performances in The Last Metro, Police, Jean de Florette, and Cyrano de Bergerac.;app/static/db/men/1980s/05_Depardieu.jpg;https://en.wikipedia.org/wiki/G%C3%A9rard_Depardieu;http://www.imdb.com/name/nm0000367/;imdb
146;1980;male;Bill Murray;Murray is a master of subtlety. Coupled with his trademark dry delivery, his blank expressions are priceless. No actor can fill a seemingly vacant stare with more twinkle and mirth.;an American actor, comedian, and writer. He first gained exposure on Saturday Night Live and later starred in comedy films, including Tootsie, Ghostbusters, and Groundhog Day. Murray garnered additional critical acclaim later in his career, starring in Lost in Translation.;app/static/db/men/1980s/06_Murray.jpg;https://en.wikipedia.org/wiki/Bill_Murray;http://www.imdb.com/name/nm0000195/;imdb
147;1980;male;Danny Glover;Towering and quietly forceful, Glover lends gravity and complexity to the diverse characters he has portrayed throughout his lengthy career.;an American actor, film director, and political activist. He is well known for his leading role as Roger Murtaugh in the Lethal Weapon film series, The Color Purple, To Sleep with Anger, Predator 2, and Angels in the Outfield.;app/static/db/men/1980s/07_Glover.jpg;https://en.wikipedia.org/wiki/Danny_Glover;http://www.imdb.com/name/nm0000418/;imdb
148;1980;male;Michael J. Fox;He is best known for his boyish good looks, frenetic charm, and remarkable comic timing.;a Canadian-American actor, author, producer, and activist. With a film and television career spanning from the 1970s, Fox starred in the Back to the Future trilogy, where he portrayed Marty McFly. Fox was diagnosed with Parkinson's disease in 1991, at age 29.;app/static/db/men/1980s/08_Fox.jpg;https://en.wikipedia.org/wiki/Michael_J._Fox;http://www.imdb.com/name/nm0000150/;imdb
149;1980;male;Rutger Hauer;Blonde, blue-eyed, tall and handsome Dutch actor Rutger Hauer has an international reputation for playing everything from romantic leads to action heroes to sinister villains.;a Dutch actor, writer, and environmentalist. He has acted in both Dutch and English-language TV series and films. His film credits include Flesh+Blood, Blind Fury, Blade Runner, The Hitcher, Escape from Sobibor, Nighthawks, Wedlock, Sin City.;app/static/db/men/1980s/09_Hauer.jpg;https://en.wikipedia.org/wiki/Rutger_Hauer;http://www.imdb.com/name/nm0000442/;imdb
150;1980;male;Chevy Chase;The prematurely balding, intelligent, fast-talking Chase created a couple classic characters, but his career is often thought of as plagued by misfires and missed opportunities, rather than touched by comic brilliance.;an American actor and comedian. He became a key cast member in the Saturday Night Live. Chase had his first leading film role in the comedy Foul Play. He is further known for his portrayals of Clark Griswold in 5 National Lampoon's Vacation films and Irwin ‘Fletch’ Fletcher.;app/static/db/men/1980s/10_Chase.jpg;https://en.wikipedia.org/wiki/Chevy_Chase;http://www.imdb.com/name/nm0000331/;imdb
151;1980;male;Danny DeVito;Singlehandedly portraying characters with mile-long, obnoxious jerk streaks that are nonetheless somehow loveable, DeVito - with his diminutive stature, balding head, and broad Jersey accent - made an art form out of playing endearingly loathsome little men.;an American actor, producer and director. A major film star, he is known for his roles in series Taxi, Tin Men, Throw Momma from the Train, One Flew Over the Cuckoo's Nest, Ruthless People, Man on the Moon, Terms of Endearment, Twins, Batman Returns, Big Fish.;app/static/db/men/1980s/11_DeVito.jpg;https://en.wikipedia.org/wiki/Danny_DeVito;http://www.imdb.com/name/nm0000362/;imdb
152;1980;male;Steve Martin;He was at once a hammy populist with an uncanny, unprecedented feel for the tastes of a mass audience and a sly intellectual whose goofy shtick cunningly deconstructed stand-up comedy.;an American actor, comedian, writer, producer and musician. In the 1970s, Martin performed his absurdist comedy routines before packed houses on national tours. Since the 1980s Martin has become a successful actor, as well as an author, playwright, pianist, and banjo player.;app/static/db/men/1980s/12_Martin.jpg;https://en.wikipedia.org/wiki/Steve_Martin;http://www.imdb.com/name/nm0000188/;imdb
153;1980;male;Jim Belushi;The easy-going actor with the crooked smile managed to forge a respectable career playing co-leads in a variety of film genres, including comedy, action, and drama in roles ranging from a sleazeball thief to a cop to a party animal in a gorilla suit.;an American comic actor, voice actor, comedian, singer and musician. He played the role of Jim Orenthal on the sitcom According to Jim. Belushi has appeared in films such as Thief, Trading Places, About Last Night, Salvador, Red Heat, K-9, Mr. Destiny, and Curly Sue.;app/static/db/men/1980s/13_Belushi.jpg;https://en.wikipedia.org/wiki/Jim_Belushi;http://www.imdb.com/name/nm0000902/;imdb
154;1980;male;Willem Dafoe;Known for the darkly eccentric characters he often plays, Willem Dafoe is one of the screen's more provocative and engaging actors. Strong-jawed and wiry, his looks make him ideal for playing the boy next door -- if you happen to live next door to a mausoleum.;an American actor. One of the most prolific character actors of American cinema, Dafoe has appeared in films including The Last Temptation of Christ, Mississippi Burning, Born on the Fourth of July, The English Patient, the Spider-Man trilogy, John Wick, The Grand Budapest Hotel.;app/static/db/men/1980s/14_Dafoe.jpg;https://en.wikipedia.org/wiki/Willem_Dafoe;http://www.imdb.com/name/nm0000353/;imdb
155;1980;male;Arnold Schwarzenegger;What Arnold really needed was a super hero / warrior style role in a lavish production that utilized his chiseled physique, and gave him room to show off his growing acting talents and quirky humor.;an Austrian-American actor, producer, businessman, investor, author, philanthropist, activist, politician, and former professional bodybuilder. He has appeared in a number of films, such as Terminator, Commando, The Running Man, Predator, Total Recall, and True Lies. ;app/static/db/men/1980s/15_Schwarzenegger.jpg;https://en.wikipedia.org/wiki/Arnold_Schwarzenegger;http://www.imdb.com/name/nm0000216/;imdb
156;1980;male;Sylvester Stallone;This athletically built, dark-haired icon of machismo and Hollywood action heroism, Sylvester Stallone is responsible for creating two characters who have become a part of the American cultural lexicon: Rocky Balboa and John Rambo.;an American actor and filmmaker. He is well known for his Hollywood action roles, including boxer Rocky Balboa, the title character of the Rocky series' seven films, soldier John Rambo from the four Rambo films, and Barney Ross in the three The Expendables films.;app/static/db/men/1980s/16_Stallone.jpg;https://en.wikipedia.org/wiki/Sylvester_Stallone;http://www.imdb.com/name/nm0000230/;imdb
157;1980;male;John Hurt;A small man with a slightly sinister countenance and a tenor voice that never completed the transition between early adolescence and manhood, John Hurt is considered one of Great Britain's most consistently brilliant players.;an English actor whose screen and stage career spanned more than 50 years. Hurt was regarded as one of Britain's finest actors. David Lynch described him as ‘simply the greatest actor in the world’. He played in A Man for All Seasons, Midnight Express, Alien.;app/static/db/men/1980s/17_Hurt.jpg;https://en.wikipedia.org/wiki/John_Hurt;http://www.imdb.com/name/nm0000457/;imdb
